,Fecha,Hora,AE_kWh
12502,03/12/2021,22,0.35
12503,03/12/2021,23,0.35
12504,03/12/2021,24,0.308
12505,04/12/2021,1,0.258
12506,04/12/2021,2,0.245
12507,04/12/2021,3,0.228
12508,04/12/2021,4,0.222
12509,04/12/2021,5,0.277
12510,04/12/2021,6,0.226
12511,04/12/2021,7,0.217
12512,04/12/2021,8,0.213
12513,04/12/2021,9,0.209
12514,04/12/2021,10,0.211
12515,04/12/2021,11,1.973
12516,04/12/2021,12,2.276
12517,04/12/2021,13,0.315
12518,04/12/2021,14,0.235
12519,04/12/2021,15,0.205
12520,04/12/2021,16,0.206
12521,04/12/2021,17,0.213
12522,04/12/2021,18,0.213
12523,04/12/2021,19,0.21
12524,04/12/2021,20,0.772
12525,04/12/2021,21,0.704
12526,04/12/2021,22,0.749
12527,04/12/2021,23,0.612
12528,04/12/2021,24,0.731
12529,05/12/2021,1,0.276
12530,05/12/2021,2,0.234
12531,05/12/2021,3,0.237
12532,05/12/2021,4,0.232
12533,05/12/2021,5,0.228
12534,05/12/2021,6,0.227
12535,05/12/2021,7,0.226
12536,05/12/2021,8,0.404
12537,05/12/2021,9,0.235
12538,05/12/2021,10,0.222
12539,05/12/2021,11,0.215
12540,05/12/2021,12,0.296
12541,05/12/2021,13,0.384
12542,05/12/2021,14,0.374
12543,05/12/2021,15,0.912
12544,05/12/2021,16,0.412
12545,05/12/2021,17,0.336
12546,05/12/2021,18,0.329
12547,05/12/2021,19,0.326
12548,05/12/2021,20,0.327
12549,05/12/2021,21,0.328
12550,05/12/2021,22,0.26
12551,05/12/2021,23,0.897
12552,05/12/2021,24,0.237
12553,06/12/2021,1,0.241
12554,06/12/2021,2,0.234
12555,06/12/2021,3,0.228
12556,06/12/2021,4,0.224
12557,06/12/2021,5,0.221
12558,06/12/2021,6,0.219
12559,06/12/2021,7,0.219
12560,06/12/2021,8,0.219
12561,06/12/2021,9,0.22
12562,06/12/2021,10,0.214
12563,06/12/2021,11,0.385
12564,06/12/2021,12,0.215
12565,06/12/2021,13,0.231
12566,06/12/2021,14,0.212
12567,06/12/2021,15,0.208
12568,06/12/2021,16,0.207
12569,06/12/2021,17,0.208
12570,06/12/2021,18,0.211
12571,06/12/2021,19,0.219
12572,06/12/2021,20,0.214
12573,06/12/2021,21,0.213
12574,06/12/2021,22,0.21
12575,06/12/2021,23,0.518
12576,06/12/2021,24,0.322
12577,07/12/2021,1,0.321
12578,07/12/2021,2,0.29
12579,07/12/2021,3,0.279
12580,07/12/2021,4,0.286
12581,07/12/2021,5,0.243
12582,07/12/2021,6,0.223
12583,07/12/2021,7,0.22
12584,07/12/2021,8,0.221
12585,07/12/2021,9,0.215
12586,07/12/2021,10,0.227
12587,07/12/2021,11,0.948
12588,07/12/2021,12,0.427
12589,07/12/2021,13,1.367
12590,07/12/2021,14,1.04
12591,07/12/2021,15,1.909
12592,07/12/2021,16,0.71
12593,07/12/2021,17,0.695
12594,07/12/2021,18,0.209
12595,07/12/2021,19,0.221
12596,07/12/2021,20,0.244
12597,07/12/2021,21,0.326
12598,07/12/2021,22,0.24
12599,07/12/2021,23,0.343
12600,07/12/2021,24,0.319
12601,08/12/2021,1,0.224
12602,08/12/2021,2,0.219
12603,08/12/2021,3,0.219
12604,08/12/2021,4,0.22
12605,08/12/2021,5,0.255
12606,08/12/2021,6,0.914
12607,08/12/2021,7,0.35
12608,08/12/2021,8,0.351
12609,08/12/2021,9,0.212
12610,08/12/2021,10,0.3
12611,08/12/2021,11,0.371
12612,08/12/2021,12,0.315
12613,08/12/2021,13,0.211
12614,08/12/2021,14,0.206
12615,08/12/2021,15,0.205
12616,08/12/2021,16,0.207
12617,08/12/2021,17,0.211
12618,08/12/2021,18,0.211
12619,08/12/2021,19,0.21
12620,08/12/2021,20,0.213
12621,08/12/2021,21,0.214
12622,08/12/2021,22,0.212
12623,08/12/2021,23,0.318
12624,08/12/2021,24,0.251
12625,09/12/2021,1,0.229
12626,09/12/2021,2,0.23
12627,09/12/2021,3,0.219
12628,09/12/2021,4,0.226
12629,09/12/2021,5,0.223
12630,09/12/2021,6,0.217
12631,09/12/2021,7,0.214
12632,09/12/2021,8,0.41
12633,09/12/2021,9,0.217
12634,09/12/2021,10,0.201
12635,09/12/2021,11,0.21
12636,09/12/2021,12,0.212
12637,09/12/2021,13,0.208
12638,09/12/2021,14,0.25
12639,09/12/2021,15,0.858
12640,09/12/2021,16,0.281
12641,09/12/2021,17,0.285
12642,09/12/2021,18,0.224
12643,09/12/2021,19,0.209
12644,09/12/2021,20,0.212
12645,09/12/2021,21,0.249
12646,09/12/2021,22,0.247
12647,09/12/2021,23,0.425
12648,09/12/2021,24,0.285
12649,10/12/2021,1,0.233
12650,10/12/2021,2,0.239
12651,10/12/2021,3,0.23
12652,10/12/2021,4,0.224
12653,10/12/2021,5,0.222
12654,10/12/2021,6,0.221
12655,10/12/2021,7,0.242
12656,10/12/2021,8,0.442
12657,10/12/2021,9,0.209
12658,10/12/2021,10,0.204
12659,10/12/2021,11,0.206
12660,10/12/2021,12,0.282
12661,10/12/2021,13,0.892
12662,10/12/2021,14,0.793
12663,10/12/2021,15,0.256
12664,10/12/2021,16,0.384
12665,10/12/2021,17,0.215
12666,10/12/2021,18,0.208
12667,10/12/2021,19,0.206
12668,10/12/2021,20,0.21
12669,10/12/2021,21,0.22
12670,10/12/2021,22,0.409
12671,10/12/2021,23,0.275
12672,10/12/2021,24,0.299
12673,11/12/2021,1,0.275
12674,11/12/2021,2,0.233
12675,11/12/2021,3,0.231
12676,11/12/2021,4,0.226
12677,11/12/2021,5,0.233
12678,11/12/2021,6,0.218
12679,11/12/2021,7,0.228
12680,11/12/2021,8,0.383
12681,11/12/2021,9,0.209
12682,11/12/2021,10,0.209
12683,11/12/2021,11,0.388
12684,11/12/2021,12,0.486
12685,11/12/2021,13,0.564
12686,11/12/2021,14,0.506
12687,11/12/2021,15,0.345
12688,11/12/2021,16,0.203
12689,11/12/2021,17,0.201
12690,11/12/2021,18,0.202
12691,11/12/2021,19,0.207
12692,11/12/2021,20,0.211
12693,11/12/2021,21,0.21
12694,11/12/2021,22,0.237
12695,11/12/2021,23,0.263
12696,11/12/2021,24,0.214
12697,12/12/2021,1,0.235
12698,12/12/2021,2,0.227
12699,12/12/2021,3,0.223
12700,12/12/2021,4,0.222
12701,12/12/2021,5,0.212
12702,12/12/2021,6,0.212
12703,12/12/2021,7,0.211
12704,12/12/2021,8,0.209
12705,12/12/2021,9,0.212
12706,12/12/2021,10,0.211
12707,12/12/2021,11,0.205
12708,12/12/2021,12,0.331
12709,12/12/2021,13,0.316
12710,12/12/2021,14,0.298
12711,12/12/2021,15,0.779
12712,12/12/2021,16,1.45
12713,12/12/2021,17,1.113
12714,12/12/2021,18,1.049
12715,12/12/2021,19,0.324
12716,12/12/2021,20,0.28
12717,12/12/2021,21,0.496
12718,12/12/2021,22,0.584
12719,12/12/2021,23,0.289
12720,12/12/2021,24,0.307
12721,13/12/2021,1,0.268
12722,13/12/2021,2,0.231
12723,13/12/2021,3,0.22
12724,13/12/2021,4,0.225
12725,13/12/2021,5,0.438
12726,13/12/2021,6,0.799
12727,13/12/2021,7,0.241
12728,13/12/2021,8,0.451
12729,13/12/2021,9,0.211
12730,13/12/2021,10,0.209
12731,13/12/2021,11,0.353
12732,13/12/2021,12,0.465
12733,13/12/2021,13,0.294
12734,13/12/2021,14,0.293
12735,13/12/2021,15,0.307
12736,13/12/2021,16,1.398
12737,13/12/2021,17,0.883
12738,13/12/2021,18,0.312
12739,13/12/2021,19,0.535
12740,13/12/2021,20,0.679
12741,13/12/2021,21,0.572
12742,13/12/2021,22,0.375
12743,13/12/2021,23,0.367
12744,13/12/2021,24,0.287
12745,14/12/2021,1,0.222
12746,14/12/2021,2,0.226
12747,14/12/2021,3,0.224
12748,14/12/2021,4,0.222
12749,14/12/2021,5,0.218
12750,14/12/2021,6,0.221
12751,14/12/2021,7,1.098
12752,14/12/2021,8,0.272
12753,14/12/2021,9,0.262
12754,14/12/2021,10,0.206
12755,14/12/2021,11,0.21
12756,14/12/2021,12,0.209
12757,14/12/2021,13,0.206
12758,14/12/2021,14,0.204
12759,14/12/2021,15,0.21
12760,14/12/2021,16,0.206
12761,14/12/2021,17,0.204
12762,14/12/2021,18,0.205
12763,14/12/2021,19,0.212
12764,14/12/2021,20,0.212
12765,14/12/2021,21,0.214
12766,14/12/2021,22,0.223
12767,14/12/2021,23,0.307
12768,14/12/2021,24,0.238
12769,15/12/2021,1,0.228
12770,15/12/2021,2,0.22
12771,15/12/2021,3,0.222
12772,15/12/2021,4,0.219
12773,15/12/2021,5,0.214
12774,15/12/2021,6,0.215
12775,15/12/2021,7,0.215
12776,15/12/2021,8,0.398
12777,15/12/2021,9,0.211
12778,15/12/2021,10,0.261
12779,15/12/2021,11,0.211
12780,15/12/2021,12,0.252
12781,15/12/2021,13,0.207
12782,15/12/2021,14,0.207
12783,15/12/2021,15,0.288
12784,15/12/2021,16,0.286
12785,15/12/2021,17,0.3
12786,15/12/2021,18,0.273
12787,15/12/2021,19,0.275
12788,15/12/2021,20,0.497
12789,15/12/2021,21,0.431
12790,15/12/2021,22,0.25
12791,15/12/2021,23,0.358
12792,15/12/2021,24,0.391
12793,16/12/2021,1,0.301
12794,16/12/2021,2,0.237
12795,16/12/2021,3,0.235
12796,16/12/2021,4,0.236
12797,16/12/2021,5,0.23
12798,16/12/2021,6,0.227
12799,16/12/2021,7,0.225
12800,16/12/2021,8,0.406
12801,16/12/2021,9,0.211
12802,16/12/2021,10,0.202
12803,16/12/2021,11,0.201
12804,16/12/2021,12,0.212
12805,16/12/2021,13,0.208
12806,16/12/2021,14,0.204
12807,16/12/2021,15,0.202
12808,16/12/2021,16,0.202
12809,16/12/2021,17,0.287
12810,16/12/2021,18,0.237
12811,16/12/2021,19,0.363
12812,16/12/2021,20,0.29
12813,16/12/2021,21,0.497
12814,16/12/2021,22,0.319
12815,16/12/2021,23,0.374
12816,16/12/2021,24,0.227
12817,17/12/2021,1,0.219
12818,17/12/2021,2,0.223
12819,17/12/2021,3,0.223
12820,17/12/2021,4,0.219
12821,17/12/2021,5,0.698
12822,17/12/2021,6,0.472
12823,17/12/2021,7,0.442
12824,17/12/2021,8,0.257
12825,17/12/2021,9,0.203
12826,17/12/2021,10,0.202
12827,17/12/2021,11,0.205
12828,17/12/2021,12,0.207
12829,17/12/2021,13,0.203
12830,17/12/2021,14,0.201
12831,17/12/2021,15,0.201
12832,17/12/2021,16,0.206
12833,17/12/2021,17,0.207
12834,17/12/2021,18,0.206
12835,17/12/2021,19,0.204
12836,17/12/2021,20,0.208
12837,17/12/2021,21,0.213
12838,17/12/2021,22,0.212
12839,17/12/2021,23,0.243
12840,17/12/2021,24,0.382
12841,18/12/2021,1,0.222
12842,18/12/2021,2,0.214
12843,18/12/2021,3,0.221
12844,18/12/2021,4,0.228
12845,18/12/2021,5,0.224
12846,18/12/2021,6,0.213
12847,18/12/2021,7,0.211
12848,18/12/2021,8,0.21
12849,18/12/2021,9,0.337
12850,18/12/2021,10,0.241
12851,18/12/2021,11,0.261
12852,18/12/2021,12,0.275
12853,18/12/2021,13,0.288
12854,18/12/2021,14,0.576
12855,18/12/2021,15,0.863
12856,18/12/2021,16,0.699
12857,18/12/2021,17,0.273
12858,18/12/2021,18,0.209
12859,18/12/2021,19,0.207
12860,18/12/2021,20,0.208
12861,18/12/2021,21,0.212
12862,18/12/2021,22,0.212
12863,18/12/2021,23,0.214
12864,18/12/2021,24,0.277
12865,19/12/2021,1,0.244
12866,19/12/2021,2,0.231
12867,19/12/2021,3,0.223
12868,19/12/2021,4,0.221
12869,19/12/2021,5,0.216
12870,19/12/2021,6,0.258
12871,19/12/2021,7,0.231
12872,19/12/2021,8,0.213
12873,19/12/2021,9,0.21
12874,19/12/2021,10,0.214
12875,19/12/2021,11,0.459
12876,19/12/2021,12,0.205
12877,19/12/2021,13,0.227
12878,19/12/2021,14,0.206
12879,19/12/2021,15,0.202
12880,19/12/2021,16,0.202
12881,19/12/2021,17,0.208
12882,19/12/2021,18,0.208
12883,19/12/2021,19,0.206
12884,19/12/2021,20,0.207
12885,19/12/2021,21,0.214
12886,19/12/2021,22,0.869
12887,19/12/2021,23,0.367
12888,19/12/2021,24,0.268
12889,20/12/2021,1,0.264
12890,20/12/2021,2,0.259
12891,20/12/2021,3,0.253
12892,20/12/2021,4,0.218
12893,20/12/2021,5,0.215
12894,20/12/2021,6,0.211
12895,20/12/2021,7,0.373
12896,20/12/2021,8,0.213
12897,20/12/2021,9,0.202
12898,20/12/2021,10,0.199
12899,20/12/2021,11,0.195
12900,20/12/2021,12,0.196
12901,20/12/2021,13,0.246
12902,20/12/2021,14,0.211
12903,20/12/2021,15,0.203
12904,20/12/2021,16,0.203
12905,20/12/2021,17,0.197
12906,20/12/2021,18,0.198
12907,20/12/2021,19,0.203
12908,20/12/2021,20,0.211
12909,20/12/2021,21,0.299
12910,20/12/2021,22,0.376
12911,20/12/2021,23,0.357
12912,20/12/2021,24,0.228
12913,21/12/2021,1,0.23
12914,21/12/2021,2,0.222
12915,21/12/2021,3,0.215
12916,21/12/2021,4,0.212
12917,21/12/2021,5,0.218
12918,21/12/2021,6,0.209
12919,21/12/2021,7,0.217
12920,21/12/2021,8,0.453
12921,21/12/2021,9,0.204
12922,21/12/2021,10,0.198
12923,21/12/2021,11,0.196
12924,21/12/2021,12,0.2
12925,21/12/2021,13,0.203
12926,21/12/2021,14,0.253
12927,21/12/2021,15,1.183
12928,21/12/2021,16,0.536
12929,21/12/2021,17,0.202
12930,21/12/2021,18,0.236
12931,21/12/2021,19,0.208
12932,21/12/2021,20,0.212
12933,21/12/2021,21,0.247
12934,21/12/2021,22,0.307
12935,21/12/2021,23,0.275
12936,21/12/2021,24,0.282
12937,22/12/2021,1,0.228
12938,22/12/2021,2,0.222
12939,22/12/2021,3,0.212
12940,22/12/2021,4,0.212
12941,22/12/2021,5,0.92
12942,22/12/2021,6,0.255
12943,22/12/2021,7,0.257
12944,22/12/2021,8,0.384
12945,22/12/2021,9,0.199
12946,22/12/2021,10,0.252
12947,22/12/2021,11,0.217
12948,22/12/2021,12,0.267
12949,22/12/2021,13,0.211
12950,22/12/2021,14,0.206
12951,22/12/2021,15,0.203
12952,22/12/2021,16,0.198
12953,22/12/2021,17,0.198
12954,22/12/2021,18,0.204
12955,22/12/2021,19,0.234
12956,22/12/2021,20,0.248
12957,22/12/2021,21,0.238
12958,22/12/2021,22,0.22
12959,22/12/2021,23,0.376
12960,22/12/2021,24,0.243
12961,23/12/2021,1,0.235
12962,23/12/2021,2,0.229
12963,23/12/2021,3,0.215
12964,23/12/2021,4,0.222
12965,23/12/2021,5,0.22
12966,23/12/2021,6,0.259
12967,23/12/2021,7,0.27
12968,23/12/2021,8,0.462
12969,23/12/2021,9,0.216
12970,23/12/2021,10,0.272
12971,23/12/2021,11,0.431
12972,23/12/2021,12,0.395
12973,23/12/2021,13,0.943
12974,23/12/2021,14,0.297
12975,23/12/2021,15,0.499
12976,23/12/2021,16,0.853
12977,23/12/2021,17,1.03
12978,23/12/2021,18,0.462
12979,23/12/2021,19,0.346
12980,23/12/2021,20,0.359
12981,23/12/2021,21,0.514
12982,23/12/2021,22,0.308
12983,23/12/2021,23,0.42
12984,23/12/2021,24,0.297
12985,24/12/2021,1,0.219
12986,24/12/2021,2,0.213
12987,24/12/2021,3,0.214
12988,24/12/2021,4,0.222
12989,24/12/2021,5,0.846
12990,24/12/2021,6,0.353
12991,24/12/2021,7,0.344
12992,24/12/2021,8,0.202
12993,24/12/2021,9,0.205
12994,24/12/2021,10,0.196
12995,24/12/2021,11,0.341
12996,24/12/2021,12,0.3
12997,24/12/2021,13,0.216
12998,24/12/2021,14,0.275
12999,24/12/2021,15,0.202
13000,24/12/2021,16,0.197
13001,24/12/2021,17,0.204
13002,24/12/2021,18,0.47
13003,24/12/2021,19,0.413
13004,24/12/2021,20,0.48
13005,24/12/2021,21,0.499
13006,24/12/2021,22,0.508
13007,24/12/2021,23,0.503
13008,24/12/2021,24,0.511
13009,25/12/2021,1,0.384
13010,25/12/2021,2,0.261
13011,25/12/2021,3,0.238
13012,25/12/2021,4,0.222
13013,25/12/2021,5,0.216
13014,25/12/2021,6,0.219
13015,25/12/2021,7,0.209
13016,25/12/2021,8,0.212
13017,25/12/2021,9,0.21
13018,25/12/2021,10,0.2
13019,25/12/2021,11,0.203
13020,25/12/2021,12,0.287
13021,25/12/2021,13,0.21
13022,25/12/2021,14,0.206
13023,25/12/2021,15,0.211
13024,25/12/2021,16,0.208
13025,25/12/2021,17,0.2
13026,25/12/2021,18,0.205
13027,25/12/2021,19,0.207
13028,25/12/2021,20,0.204
13029,25/12/2021,21,0.255
13030,25/12/2021,22,0.328
13031,25/12/2021,23,0.361
13032,25/12/2021,24,0.217
13033,26/12/2021,1,0.216
13034,26/12/2021,2,0.215
13035,26/12/2021,3,0.21
13036,26/12/2021,4,0.216
13037,26/12/2021,5,0.216
13038,26/12/2021,6,0.208
13039,26/12/2021,7,0.214
13040,26/12/2021,8,0.391
13041,26/12/2021,9,0.208
13042,26/12/2021,10,0.268
13043,26/12/2021,11,0.21
13044,26/12/2021,12,0.199
13045,26/12/2021,13,0.205
13046,26/12/2021,14,0.203
13047,26/12/2021,15,0.198
13048,26/12/2021,16,0.208
13049,26/12/2021,17,0.2
13050,26/12/2021,18,0.204
13051,26/12/2021,19,0.207
13052,26/12/2021,20,0.204
13053,26/12/2021,21,0.21
13054,26/12/2021,22,0.375
13055,26/12/2021,23,0.602
13056,26/12/2021,24,0.247
13057,27/12/2021,1,0.231
13058,27/12/2021,2,0.222
13059,27/12/2021,3,0.218
13060,27/12/2021,4,0.22
13061,27/12/2021,5,0.211
13062,27/12/2021,6,0.216
13063,27/12/2021,7,0.212
13064,27/12/2021,8,0.398
13065,27/12/2021,9,0.209
13066,27/12/2021,10,0.204
13067,27/12/2021,11,0.231
13068,27/12/2021,12,0.212
13069,27/12/2021,13,0.204
13070,27/12/2021,14,0.756
13071,27/12/2021,15,0.35
13072,27/12/2021,16,0.209
13073,27/12/2021,17,0.271
13074,27/12/2021,18,0.221
13075,27/12/2021,19,0.282
13076,27/12/2021,20,0.291
13077,27/12/2021,21,0.355
13078,27/12/2021,22,0.221
13079,27/12/2021,23,0.23
13080,27/12/2021,24,0.224
13081,28/12/2021,1,0.229
13082,28/12/2021,2,0.23
13083,28/12/2021,3,0.214
13084,28/12/2021,4,0.632
13085,28/12/2021,5,0.509
13086,28/12/2021,6,0.263
13087,28/12/2021,7,0.219
13088,28/12/2021,8,0.414
13089,28/12/2021,9,0.205
13090,28/12/2021,10,0.2
13091,28/12/2021,11,0.199
13092,28/12/2021,12,0.209
13093,28/12/2021,13,0.204
13094,28/12/2021,14,0.197
13095,28/12/2021,15,0.259
13096,28/12/2021,16,0.258
13097,28/12/2021,17,0.229
13098,28/12/2021,18,0.207
13099,28/12/2021,19,0.214
13100,28/12/2021,20,0.209
13101,28/12/2021,21,0.21
13102,28/12/2021,22,0.201
13103,28/12/2021,23,0.288
13104,28/12/2021,24,0.218
13105,29/12/2021,1,0.228
13106,29/12/2021,2,0.218
13107,29/12/2021,3,0.208
13108,29/12/2021,4,0.217
13109,29/12/2021,5,0.208
13110,29/12/2021,6,0.208
13111,29/12/2021,7,0.384
13112,29/12/2021,8,0.297
13113,29/12/2021,9,0.201
13114,29/12/2021,10,0.197
13115,29/12/2021,11,0.203
13116,29/12/2021,12,0.196
13117,29/12/2021,13,0.198
13118,29/12/2021,14,0.202
13119,29/12/2021,15,0.193
13120,29/12/2021,16,0.199
13121,29/12/2021,17,0.2
13122,29/12/2021,18,0.194
13123,29/12/2021,19,0.203
13124,29/12/2021,20,0.206
13125,29/12/2021,21,0.212
13126,29/12/2021,22,0.266
13127,29/12/2021,23,0.27
13128,29/12/2021,24,0.266
13129,30/12/2021,1,0.231
13130,30/12/2021,2,0.227
13131,30/12/2021,3,0.213
13132,30/12/2021,4,0.218
13133,30/12/2021,5,0.255
13134,30/12/2021,6,0.277
13135,30/12/2021,7,0.294
13136,30/12/2021,8,0.364
13137,30/12/2021,9,0.376
13138,30/12/2021,10,0.368
13139,30/12/2021,11,0.484
13140,30/12/2021,12,0.66
13141,30/12/2021,13,0.7
13142,30/12/2021,14,0.563
13143,30/12/2021,15,1.428
13144,30/12/2021,16,0.325
13145,30/12/2021,17,0.374
13146,30/12/2021,18,0.258
13147,30/12/2021,19,0.22
13148,30/12/2021,20,0.372
13149,30/12/2021,21,0.229
13150,30/12/2021,22,0.211
13151,30/12/2021,23,0.216
13152,30/12/2021,24,0.232
13153,31/12/2021,1,0.228
13154,31/12/2021,2,0.224
13155,31/12/2021,3,0.217
13156,31/12/2021,4,0.215
13157,31/12/2021,5,0.222
13158,31/12/2021,6,0.211
13159,31/12/2021,7,0.217
13160,31/12/2021,8,0.216
13161,31/12/2021,9,0.203
13162,31/12/2021,10,0.341
13163,31/12/2021,11,0.219
13164,31/12/2021,12,0.207
13165,31/12/2021,13,0.209
13166,31/12/2021,14,0.201
13167,31/12/2021,15,0.21
13168,31/12/2021,16,0.204
13169,31/12/2021,17,0.207
13170,31/12/2021,18,0.21
13171,31/12/2021,19,0.205
13172,31/12/2021,20,0.219
13173,31/12/2021,21,0.253
13174,31/12/2021,22,0.212
13175,31/12/2021,23,0.219
13176,31/12/2021,24,0.21
13177,01/01/2022,1,0.23
13178,01/01/2022,2,0.28
13179,01/01/2022,3,0.213
13180,01/01/2022,4,0.221
13181,01/01/2022,5,0.219
13182,01/01/2022,6,0.214
13183,01/01/2022,7,0.22
13184,01/01/2022,8,0.209
13185,01/01/2022,9,0.227
13186,01/01/2022,10,0.208
13187,01/01/2022,11,0.206
13188,01/01/2022,12,0.443
13189,01/01/2022,13,1.151
13190,01/01/2022,14,0.935
13191,01/01/2022,15,1.015
13192,01/01/2022,16,0.339
13193,01/01/2022,17,0.217
13194,01/01/2022,18,0.202
13195,01/01/2022,19,0.21
13196,01/01/2022,20,0.234
13197,01/01/2022,21,0.242
13198,01/01/2022,22,0.259
13199,01/01/2022,23,0.242
13200,01/01/2022,24,0.238
13201,02/01/2022,1,0.227
13202,02/01/2022,2,0.217
13203,02/01/2022,3,0.225
13204,02/01/2022,4,0.219
13205,02/01/2022,5,0.216
13206,02/01/2022,6,0.222
13207,02/01/2022,7,0.213
13208,02/01/2022,8,0.396
13209,02/01/2022,9,0.213
13210,02/01/2022,10,0.205
13211,02/01/2022,11,0.257
13212,02/01/2022,12,0.234
13213,02/01/2022,13,0.425
13214,02/01/2022,14,0.241
13215,02/01/2022,15,0.242
13216,02/01/2022,16,0.238
13217,02/01/2022,17,0.221
13218,02/01/2022,18,0.222
13219,02/01/2022,19,0.227
13220,02/01/2022,20,0.221
13221,02/01/2022,21,0.229
13222,02/01/2022,22,0.221
13223,02/01/2022,23,0.285
13224,02/01/2022,24,0.342
13225,03/01/2022,1,0.272
13226,03/01/2022,2,0.241
13227,03/01/2022,3,0.225
13228,03/01/2022,4,0.223
13229,03/01/2022,5,0.221
13230,03/01/2022,6,0.266
13231,03/01/2022,7,0.241
13232,03/01/2022,8,0.427
13233,03/01/2022,9,0.208
13234,03/01/2022,10,0.21
13235,03/01/2022,11,0.206
13236,03/01/2022,12,0.213
13237,03/01/2022,13,0.405
13238,03/01/2022,14,0.646
13239,03/01/2022,15,0.215
13240,03/01/2022,16,0.206
13241,03/01/2022,17,0.212
13242,03/01/2022,18,0.254
13243,03/01/2022,19,0.211
13244,03/01/2022,20,0.212
13245,03/01/2022,21,0.209
13246,03/01/2022,22,0.304
13247,03/01/2022,23,0.23
13248,03/01/2022,24,0.23
13249,04/01/2022,1,0.229
13250,04/01/2022,2,0.214
13251,04/01/2022,3,0.222
13252,04/01/2022,4,0.224
13253,04/01/2022,5,0.879
13254,04/01/2022,6,0.258
13255,04/01/2022,7,0.402
13256,04/01/2022,8,0.249
13257,04/01/2022,9,0.209
13258,04/01/2022,10,0.201
13259,04/01/2022,11,0.215
13260,04/01/2022,12,0.258
13261,04/01/2022,13,0.203
13262,04/01/2022,14,0.21
13263,04/01/2022,15,0.206
13264,04/01/2022,16,0.209
13265,04/01/2022,17,0.207
13266,04/01/2022,18,0.208
13267,04/01/2022,19,0.211
13268,04/01/2022,20,0.246
13269,04/01/2022,21,0.228
13270,04/01/2022,22,0.218
13271,04/01/2022,23,0.242
13272,04/01/2022,24,0.23
13273,05/01/2022,1,0.23
13274,05/01/2022,2,0.219
13275,05/01/2022,3,0.217
13276,05/01/2022,4,0.221
13277,05/01/2022,5,0.214
13278,05/01/2022,6,0.22
13279,05/01/2022,7,0.209
13280,05/01/2022,8,0.397
13281,05/01/2022,9,0.212
13282,05/01/2022,10,0.201
13283,05/01/2022,11,0.212
13284,05/01/2022,12,0.21
13285,05/01/2022,13,0.28
13286,05/01/2022,14,0.271
13287,05/01/2022,15,0.205
13288,05/01/2022,16,0.21
13289,05/01/2022,17,0.207
13290,05/01/2022,18,0.274
13291,05/01/2022,19,0.376
13292,05/01/2022,20,0.266
13293,05/01/2022,21,0.278
13294,05/01/2022,22,1.07
13295,05/01/2022,23,0.382
13296,05/01/2022,24,0.243
13297,06/01/2022,1,0.225
13298,06/01/2022,2,0.226
13299,06/01/2022,3,0.217
13300,06/01/2022,4,0.224
13301,06/01/2022,5,0.223
13302,06/01/2022,6,0.216
13303,06/01/2022,7,0.224
13304,06/01/2022,8,0.996
13305,06/01/2022,9,0.446
13306,06/01/2022,10,0.287
13307,06/01/2022,11,0.423
13308,06/01/2022,12,0.36
13309,06/01/2022,13,0.241
13310,06/01/2022,14,0.195
13311,06/01/2022,15,0.203
13312,06/01/2022,16,0.197
13313,06/01/2022,17,0.196
13314,06/01/2022,18,0.203
13315,06/01/2022,19,0.198
13316,06/01/2022,20,0.202
13317,06/01/2022,21,0.21
13318,06/01/2022,22,0.206
13319,06/01/2022,23,0.281
13320,06/01/2022,24,0.307
13321,07/01/2022,1,0.387
13322,07/01/2022,2,0.241
13323,07/01/2022,3,0.22
13324,07/01/2022,4,0.207
13325,07/01/2022,5,0.215
13326,07/01/2022,6,0.208
13327,07/01/2022,7,0.204
13328,07/01/2022,8,0.394
13329,07/01/2022,9,0.201
13330,07/01/2022,10,0.198
13331,07/01/2022,11,0.203
13332,07/01/2022,12,0.266
13333,07/01/2022,13,0.213
13334,07/01/2022,14,0.208
13335,07/01/2022,15,0.197
13336,07/01/2022,16,0.917
13337,07/01/2022,17,0.208
13338,07/01/2022,18,0.213
13339,07/01/2022,19,0.213
13340,07/01/2022,20,0.213
13341,07/01/2022,21,0.22
13342,07/01/2022,22,0.225
13343,07/01/2022,23,0.336
13344,07/01/2022,24,0.365
13345,08/01/2022,1,0.33
13346,08/01/2022,2,0.225
13347,08/01/2022,3,0.211
13348,08/01/2022,4,0.211
13349,08/01/2022,5,0.212
13350,08/01/2022,6,0.205
13351,08/01/2022,7,0.203
13352,08/01/2022,8,0.206
13353,08/01/2022,9,0.263
13354,08/01/2022,10,0.21
13355,08/01/2022,11,0.207
13356,08/01/2022,12,0.364
13357,08/01/2022,13,0.273
13358,08/01/2022,14,0.227
13359,08/01/2022,15,0.197
13360,08/01/2022,16,0.203
13361,08/01/2022,17,0.196
13362,08/01/2022,18,0.195
13363,08/01/2022,19,0.203
13364,08/01/2022,20,0.204
13365,08/01/2022,21,0.199
13366,08/01/2022,22,0.204
13367,08/01/2022,23,0.209
13368,08/01/2022,24,0.204
13369,09/01/2022,1,0.251
13370,09/01/2022,2,0.246
13371,09/01/2022,3,0.22
13372,09/01/2022,4,0.207
13373,09/01/2022,5,0.207
13374,09/01/2022,6,0.21
